customer_id,total_orders,total_spent,avg_order_value,lifespan_months,estimated_clv
CUST00173,8,12703.68,1587.96,7.0,65333.21142857143
CUST00174,10,18885.61,1888.561,10.0,67988.196
CUST00175,12,25211.09,2100.9241666666667,1.0,907599.24
CUST00176,8,13709.14,1713.6425,0.0,13709.14
CUST00177,14,17534.53,1252.4664285714287,7.0,90177.58285714286
CUST00178,12,20192.16,1682.68,10.0,72691.776
CUST00179,12,13633.88,1136.1566666666668,6.0,81803.28
CUST00180,10,19636.15,1963.615,6.0,117816.9
CUST00181,11,17442.94,1585.7218181818182,11.0,57085.98545454545
CUST00182,6,10037.59,1672.9316666666666,10.0,36135.324
CUST00183,5,7741.63,1548.326,11.0,25336.243636363637
CUST00184,10,6894.34,689.434,10.0,24819.624
CUST00185,9,12067.43,1340.8255555555556,7.0,62061.06857142857
CUST00186,12,19084.24,1590.3533333333332,1.0,687032.64
CUST00187,12,17422.98,1451.915,7.0,89603.89714285714
CUST00188,15,22374.32,1491.6213333333333,3.0,268491.84
CUST00189,13,13275.97,1021.2284615384615,8.0,59741.865
CUST00190,11,14934.13,1357.648181818182,0.0,14934.13
CUST00191,22,29652.79,1347.854090909091,11.0,97045.49454545455
CUST00192,16,23094.54,1443.40875,5.0,166280.688
CUST00193,17,21757.71,1279.865294117647,3.0,261092.52
CUST00194,13,15928.87,1225.2976923076924,2.0,286719.66
CUST00195,10,13325.56,1332.556,5.0,95944.032
CUST00196,5,7182.37,1436.474,7.0,36937.90285714286
CUST00197,8,9150.13,1143.76625,9.0,36600.52
CUST00198,13,25004.74,1923.4415384615384,3.0,300056.88
CUST00199,14,17907.68,1279.12,10.0,64467.648
CUST00200,5,3504.75,700.95,8.0,15771.375
CUST00201,9,14851.33,1650.1477777777777,10.0,53464.788
CUST00202,11,17226.3,1566.0272727272727,7.0,88592.4
CUST00203,5,5485.94,1097.188,9.0,21943.76
CUST00204,10,11282.49,1128.249,11.0,36924.512727272726
CUST00205,4,5941.6,1485.4,5.0,42779.52
CUST00206,7,6683.44,954.7771428571428,2.0,120301.92
CUST00207,12,9942.55,828.5458333333333,4.0,89482.95
CUST00208,12,15673.67,1306.1391666666666,0.0,15673.67
CUST00209,7,12595.61,1799.3728571428571,7.0,64777.422857142854
CUST00210,10,17041.41,1704.141,0.0,17041.41
CUST00211,7,8205.27,1172.1814285714286,5.0,59077.944
CUST00212,10,11817.46,1181.746,11.0,38675.32363636364
CUST00213,12,9590.09,799.1741666666667,0.0,9590.09
CUST00214,8,4900.28,612.535,8.0,22051.26
CUST00215,16,22135.61,1383.475625,8.0,99610.245
CUST00216,10,9121.31,912.131,11.0,29851.56
CUST00217,14,30648.47,2189.1764285714285,0.0,30648.47
CUST00218,5,2125.65,425.13,11.0,6956.672727272728
CUST00219,8,7162.77,895.34625,1.0,257859.72
CUST00220,16,20580.89,1286.305625,5.0,148182.408
CUST00221,7,13753.01,1964.7157142857143,2.0,247554.18
CUST00222,13,19354.3,1488.7923076923078,6.0,116125.8
CUST00223,10,17872.0,1787.2,5.0,128678.4
CUST00224,3,2604.45,868.15,3.0,31253.4
CUST00225,10,14083.98,1408.398,2.0,253511.64
CUST00226,15,21125.9,1408.3933333333334,10.0,76053.24
CUST00227,15,24945.62,1663.0413333333333,9.0,99782.48
CUST00228,7,16176.12,2310.8742857142856,8.0,72792.54
CUST00229,13,14757.76,1135.2123076923076,8.0,66409.92
CUST00230,7,9973.94,1424.8485714285714,3.0,119687.28
CUST00231,9,11922.43,1324.7144444444446,6.0,71534.58
CUST00232,11,16331.42,1484.6745454545455,9.0,65325.68
CUST00233,6,6542.19,1090.365,6.0,39253.14
CUST00234,6,9202.19,1533.6983333333333,2.0,165639.42
CUST00235,8,10679.54,1334.9425,4.0,96115.86
CUST00236,13,14216.84,1093.603076923077,3.0,170602.08
CUST00237,9,15113.5,1679.2777777777778,11.0,49462.36363636364
CUST00238,13,19595.58,1507.3523076923077,3.0,235146.96
CUST00239,10,14197.63,1419.763,11.0,46464.97090909091
CUST00240,15,23448.58,1563.2386666666666,9.0,93794.32
CUST00241,16,27192.57,1699.535625,2.0,489466.26
CUST00242,8,10180.62,1272.5775,8.0,45812.79
CUST00243,11,18364.59,1669.5081818181818,0.0,18364.59
CUST00244,9,18256.09,2028.4544444444443,9.0,73024.36
CUST00245,7,8630.09,1232.87,3.0,103561.08
CUST00246,8,6486.64,810.83,10.0,23351.904
CUST00247,8,8284.66,1035.5825,0.0,8284.66
CUST00248,8,4410.93,551.36625,6.0,26465.58
CUST00249,10,13723.09,1372.309,10.0,49403.124
CUST00250,9,6576.07,730.6744444444445,9.0,26304.28
CUST00251,9,9440.86,1048.9844444444445,0.0,9440.86
CUST00252,7,4798.82,685.5457142857143,2.0,86378.76
CUST00253,7,5376.04,768.0057142857142,0.0,5376.04
CUST00254,6,10095.36,1682.56,7.0,51918.99428571429
CUST00255,9,13275.41,1475.0455555555557,6.0,79652.46
CUST00256,8,6282.02,785.2525,6.0,37692.12
CUST00257,6,7188.54,1198.09,4.0,64696.86
CUST00258,12,12445.45,1037.1208333333334,8.0,56004.525
CUST00259,12,18156.98,1513.0816666666667,10.0,65365.128
CUST00260,12,16494.28,1374.5233333333333,4.0,148448.52
CUST00261,5,6119.6,1223.92,10.0,22030.56
CUST00262,9,11870.08,1318.8977777777777,0.0,11870.08
CUST00263,11,14906.72,1355.1563636363637,1.0,536641.92
CUST00264,10,18355.82,1835.582,8.0,82601.19
CUST00265,8,4507.15,563.39375,8.0,20282.175
CUST00266,9,13119.83,1457.7588888888888,9.0,52479.32
CUST00267,11,14971.56,1361.050909090909,6.0,89829.36
CUST00268,10,23977.29,2397.729,1.0,863182.44
CUST00269,7,11089.88,1584.2685714285715,7.0,57033.66857142857
CUST00270,13,13878.91,1067.6084615384616,11.0,45421.887272727276
CUST00271,10,18988.35,1898.835,0.0,18988.35
CUST00272,6,7187.9,1197.9833333333333,9.0,28751.6
CUST00273,9,7114.65,790.5166666666667,3.0,85375.8
CUST00274,12,15419.29,1284.9408333333333,6.0,92515.74
CUST00275,14,23609.25,1686.375,5.0,169986.6
CUST00276,13,13414.45,1031.8807692307691,10.0,48292.02
CUST00277,10,17674.95,1767.495,1.0,636298.2
CUST00278,16,33111.68,2069.48,5.0,238404.096
CUST00279,7,4763.73,680.5328571428571,10.0,17149.428
CUST00280,4,6682.2,1670.55,8.0,30069.9
CUST00281,7,10708.49,1529.7842857142857,3.0,128501.88
CUST00282,3,7299.23,2433.076666666667,10.0,26277.228
CUST00283,9,12933.43,1437.0477777777778,2.0,232801.74
CUST00284,12,12604.92,1050.41,10.0,45377.712
CUST00285,10,11220.08,1122.008,11.0,36720.26181818182
CUST00286,13,10995.53,845.81,9.0,43982.12
CUST00287,11,14681.14,1334.649090909091,5.0,105704.208
CUST00288,6,9847.05,1641.175,1.0,354493.8
CUST00289,12,14199.22,1183.2683333333334,7.0,73024.56
CUST00290,8,15407.54,1925.9425,5.0,110934.288
CUST00291,5,4729.57,945.914,7.0,24323.502857142856
CUST00292,9,12458.19,1384.2433333333333,9.0,49832.76
CUST00293,9,14961.76,1662.4177777777777,6.0,89770.56
CUST00294,7,8210.76,1172.9657142857143,2.0,147793.68
CUST00295,10,15321.38,1532.138,11.0,50142.69818181818
CUST00296,9,16718.93,1857.658888888889,2.0,300940.74
CUST00297,8,11669.21,1458.65125,7.0,60013.08
CUST00298,12,17185.72,1432.1433333333334,9.0,68742.88
CUST00299,11,13685.93,1244.1754545454546,11.0,44790.31636363636
CUST00300,6,6058.34,1009.7233333333334,10.0,21810.024
CUST00301,9,14834.03,1648.2255555555555,3.0,178008.36
CUST00302,3,6015.76,2005.2533333333333,9.0,24063.04
CUST00303,9,12727.76,1414.1955555555555,4.0,114549.84
CUST00304,12,16657.85,1388.1541666666667,1.0,599682.6
CUST00305,12,16529.39,1377.4491666666668,9.0,66117.56
CUST00306,7,6084.87,869.2671428571429,11.0,19914.12
CUST00307,15,18140.48,1209.3653333333334,1.0,653057.28
CUST00308,8,11385.39,1423.17375,0.0,11385.39
CUST00309,5,5600.16,1120.032,5.0,40321.152
CUST00310,8,13747.97,1718.49625,7.0,70703.84571428571
CUST00311,10,13652.09,1365.209,11.0,44679.567272727276
CUST00312,12,18731.33,1560.9441666666667,0.0,18731.33
CUST00313,5,6465.36,1293.072,4.0,58188.24
CUST00314,10,13024.47,1302.447,2.0,234440.46
CUST00315,10,15936.32,1593.632,6.0,95617.92
CUST00316,3,5068.35,1689.45,8.0,22807.575
CUST00317,12,21934.58,1827.8816666666667,7.0,112806.41142857143
CUST00318,7,13213.61,1887.6585714285713,7.0,67955.70857142858
CUST00319,15,23868.92,1591.2613333333334,1.0,859281.12
CUST00320,7,11290.17,1612.8814285714286,11.0,36949.64727272727
CUST00321,10,16488.16,1648.816,8.0,74196.72
CUST00322,9,9215.27,1023.9188888888889,8.0,41468.715
CUST00323,14,15323.11,1094.5078571428571,9.0,61292.44
CUST00324,11,11330.36,1030.0327272727272,11.0,37081.178181818184
CUST00325,9,5692.71,632.5233333333333,10.0,20493.756
CUST00326,11,14624.04,1329.4581818181819,6.0,87744.24
CUST00327,9,12564.58,1396.0644444444445,7.0,64617.84
CUST00328,13,14037.01,1079.77,3.0,168444.12
CUST00329,7,16098.42,2299.7742857142857,10.0,57954.312
CUST00330,8,7606.23,950.77875,2.0,136912.14
CUST00331,14,15606.08,1114.72,7.0,80259.84
CUST00332,7,5344.29,763.47,5.0,38478.888
CUST00333,4,8043.3,2010.825,11.0,26323.52727272727
CUST00334,10,12885.62,1288.562,4.0,115970.58
CUST00335,7,8807.78,1258.2542857142857,6.0,52846.68
CUST00336,11,18415.82,1674.1654545454546,10.0,66296.952
CUST00337,12,14879.57,1239.9641666666666,2.0,267832.26
CUST00338,11,16831.04,1530.0945454545454,3.0,201972.48
CUST00339,6,3261.36,543.56,3.0,39136.32
CUST00340,7,7884.8,1126.4,9.0,31539.2
CUST00341,11,10372.22,942.9290909090909,11.0,33945.44727272727
CUST00342,8,5994.3,749.2875,6.0,35965.8
CUST00343,11,15247.5,1386.1363636363637,7.0,78415.71428571429
CUST00344,9,10166.41,1129.601111111111,3.0,121996.92
CUST00345,14,11086.73,791.9092857142857,11.0,36283.843636363636
CUST00346,11,16901.04,1536.4581818181819,5.0,121687.488
CUST00347,12,15601.89,1300.1575,10.0,56166.804
CUST00348,5,7745.57,1549.114,11.0,25349.138181818184
CUST00349,8,10218.34,1277.2925,11.0,33441.84
CUST00350,7,9853.93,1407.7042857142858,1.0,354741.48
CUST00351,8,10022.95,1252.86875,6.0,60137.7
CUST00352,8,14286.66,1785.8325,1.0,514319.76
CUST00353,12,14506.52,1208.8766666666668,4.0,130558.68
CUST00354,9,11467.7,1274.1888888888889,4.0,103209.3
CUST00355,11,21538.67,1958.060909090909,0.0,21538.67
CUST00356,9,11222.83,1246.9811111111112,5.0,80804.376
CUST00357,6,6591.92,1098.6533333333334,5.0,47461.824
CUST00358,9,5167.11,574.1233333333333,0.0,5167.11
CUST00359,19,28799.14,1515.7442105263158,2.0,518384.52
CUST00360,12,13806.84,1150.57,4.0,124261.56
CUST00361,11,17029.65,1548.15,8.0,76633.425
CUST00362,9,10418.89,1157.6544444444444,6.0,62513.34
CUST00363,10,13963.69,1396.369,1.0,502692.84
CUST00364,12,23552.08,1962.6733333333334,0.0,23552.08
CUST00365,12,19268.35,1605.6958333333334,0.0,19268.35
CUST00366,8,15437.05,1929.63125,7.0,79390.54285714286
CUST00367,10,17249.74,1724.974,9.0,68998.96
CUST00368,10,14724.04,1472.404,3.0,176688.48
CUST00369,8,12417.63,1552.20375,11.0,40639.516363636365
CUST00370,15,14084.02,938.9346666666667,10.0,50702.472
CUST00371,7,10070.3,1438.6142857142856,3.0,120843.6
CUST00372,8,13756.13,1719.51625,11.0,45020.06181818182
CUST00373,13,13857.45,1065.9576923076922,0.0,13857.45
CUST00374,12,16558.1,1379.8416666666667,2.0,298045.8
CUST00375,11,17117.03,1556.0936363636363,1.0,616213.08
CUST00376,7,8473.39,1210.4842857142858,6.0,50840.34
CUST00377,7,7660.08,1094.297142857143,9.0,30640.32
CUST00378,6,7945.18,1324.1966666666667,5.0,57205.296
CUST00379,12,24856.1,2071.3416666666667,5.0,178963.92
CUST00380,10,15229.56,1522.956,7.0,78323.45142857142
CUST00381,10,10202.65,1020.265,11.0,33390.490909090906
CUST00382,6,7610.53,1268.4216666666666,1.0,273979.08
CUST00383,10,15515.88,1551.588,1.0,558571.68
CUST00384,9,9213.24,1023.6933333333334,11.0,30152.421818181818
CUST00385,14,17675.17,1262.5121428571429,0.0,17675.17
CUST00386,9,13221.54,1469.06,9.0,52886.16
CUST00387,12,15961.31,1330.1091666666666,2.0,287303.58
CUST00388,13,15790.28,1214.636923076923,9.0,63161.12
CUST00389,14,19005.31,1357.5221428571429,9.0,76021.24
CUST00390,12,25188.08,2099.0066666666667,1.0,906770.88
CUST00391,8,7556.88,944.61,11.0,24731.607272727273
CUST00392,8,12820.12,1602.515,7.0,65932.04571428572
CUST00393,9,12620.93,1402.3255555555556,10.0,45435.348
CUST00394,10,15785.54,1578.554,3.0,189426.48
CUST00395,6,7888.94,1314.8233333333333,5.0,56800.368
CUST00396,12,14142.98,1178.5816666666667,5.0,101829.456
CUST00397,7,11783.2,1683.3142857142857,5.0,84839.04
CUST00398,9,6592.83,732.5366666666666,7.0,33905.98285714286
CUST00399,4,5856.53,1464.1325,9.0,23426.12
CUST00400,10,14712.56,1471.256,5.0,105930.432
CUST00401,12,7868.17,655.6808333333333,0.0,7868.17
CUST00402,6,10575.59,1762.5983333333334,6.0,63453.54
CUST00403,9,11030.47,1225.6077777777778,10.0,39709.692
CUST00404,12,24809.19,2067.4325,4.0,223282.71
CUST00405,11,12848.27,1168.0245454545454,6.0,77089.62
CUST00406,7,6795.21,970.7442857142858,2.0,122313.78
CUST00407,12,19091.77,1590.9808333333333,0.0,19091.77
CUST00408,7,6946.66,992.38,6.0,41679.96
CUST00409,10,13077.91,1307.791,10.0,47080.476
CUST00410,10,18834.28,1883.428,7.0,96862.01142857142
CUST00411,10,13116.5,1311.65,5.0,94438.8
CUST00412,5,7326.65,1465.33,7.0,37679.91428571429
CUST00413,15,23540.1,1569.34,2.0,423721.8
CUST00414,10,9432.46,943.246,3.0,113189.52
CUST00415,5,6456.03,1291.206,5.0,46483.416
CUST00416,6,7736.99,1289.4983333333332,0.0,7736.99
CUST00417,8,12592.38,1574.0475,6.0,75554.28
CUST00418,17,19983.62,1175.5070588235294,3.0,239803.44
CUST00419,9,9439.53,1048.8366666666666,5.0,67964.616
CUST00420,11,13320.75,1210.9772727272727,11.0,43595.181818181816
CUST00421,13,15036.98,1156.6907692307693,10.0,54133.128
CUST00422,11,14649.79,1331.7990909090909,3.0,175797.48
CUST00423,7,10055.39,1436.4842857142858,4.0,90498.51
CUST00424,7,4692.73,670.39,11.0,15358.025454545455
CUST00425,13,24053.51,1850.27,2.0,432963.18
CUST00426,4,9353.28,2338.32,9.0,37413.12
CUST00427,13,18216.77,1401.29,11.0,59618.52
CUST00428,13,13733.64,1056.4338461538462,9.0,54934.56
CUST00429,7,5977.0,853.8571428571429,3.0,71724.0
CUST00430,14,20576.81,1469.7721428571429,10.0,74076.516
CUST00431,9,7752.33,861.37,8.0,34885.485
CUST00432,12,10582.43,881.8691666666666,8.0,47620.935
CUST00433,9,18279.73,2031.081111111111,5.0,131614.056
CUST00434,5,3853.98,770.796,6.0,23123.88
CUST00435,8,9321.95,1165.24375,7.0,47941.45714285714
CUST00436,9,9879.2,1097.6888888888889,9.0,39516.8
CUST00437,13,13425.56,1032.7353846153846,10.0,48332.016
CUST00438,20,26829.81,1341.4905,7.0,137981.88
CUST00439,7,6695.46,956.4942857142858,5.0,48207.312
CUST00440,8,12077.51,1509.68875,9.0,48310.04
CUST00441,8,10776.9,1347.1125,9.0,43107.6
CUST00442,9,11266.61,1251.8455555555556,7.0,57942.565714285716
CUST00443,6,8538.77,1423.1283333333333,3.0,102465.24
CUST00444,16,18768.58,1173.03625,3.0,225222.96
CUST00445,8,16229.29,2028.66125,10.0,58425.444
CUST00446,15,15434.06,1028.9373333333333,0.0,15434.06
CUST00447,6,5432.29,905.3816666666667,7.0,27937.49142857143
CUST00448,13,21191.36,1630.1046153846153,2.0,381444.48
CUST00449,14,19975.19,1426.7992857142858,5.0,143821.368
CUST00450,10,10163.98,1016.398,0.0,10163.98
CUST00451,9,7880.48,875.6088888888889,10.0,28369.728
CUST00452,12,19043.12,1586.9266666666667,10.0,68555.232
CUST00453,3,3006.61,1002.2033333333334,0.0,3006.61
CUST00454,19,19778.13,1040.9542105263158,9.0,79112.52
CUST00455,9,11265.43,1251.7144444444446,10.0,40555.548
CUST00456,15,22658.87,1510.5913333333333,10.0,81571.932
CUST00457,12,13201.85,1100.1541666666667,3.0,158422.2
CUST00458,12,18486.22,1540.5183333333334,9.0,73944.88
CUST00459,12,20097.31,1674.7758333333334,2.0,361751.58
CUST00460,14,19734.02,1409.5728571428572,5.0,142084.944
CUST00461,13,15824.41,1217.2623076923078,7.0,81382.68
CUST00462,8,9528.9,1191.1125,1.0,343040.4
CUST00463,11,17438.57,1585.3245454545454,2.0,313894.26
CUST00464,13,16164.33,1243.41,9.0,64657.32
CUST00465,17,20692.2,1217.1882352941177,2.0,372459.6
CUST00466,13,11923.24,917.1723076923076,4.0,107309.16
CUST00467,11,18557.51,1687.0463636363636,9.0,74230.04
CUST00468,12,11403.49,950.2908333333334,8.0,51315.705
CUST00469,15,16113.51,1074.234,5.0,116017.272
CUST00470,10,14532.09,1453.209,1.0,523155.24
CUST00471,12,21270.94,1772.5783333333334,11.0,69613.98545454546
