customer_id,recency,frequency,monetary,cluster,cluster_name,pca1,pca2
CUST00088,138,13,18600.64,0,Champions,0.9854119120814486,0.9556300512166873
CUST00089,98,14,13630.39,2,Potential Loyalists,0.7949836068343284,0.3355725042121628
CUST00090,5,12,17963.71,2,Potential Loyalists,1.262743956001576,-0.44813439572842545
CUST00091,108,11,20543.62,0,Champions,0.9172935379550309,0.642832639172868
CUST00092,3,12,19313.5,0,Champions,1.4246806290391563,-0.3866053816233887
CUST00093,125,13,14151.3,2,Potential Loyalists,0.5337019019338695,0.5617318694603876
CUST00094,1,11,16658.63,2,Potential Loyalists,0.9236076046632453,-0.6339277883520329
CUST00095,72,10,26718.97,0,Champions,1.5632275934465825,0.5940416416215406
CUST00096,198,12,16977.42,4,Lost Customers,0.3419489868004822,1.374902546504803
CUST00097,10,12,12817.62,2,Potential Loyalists,0.6563562837078665,-0.7083152304944348
CUST00098,34,12,14016.66,2,Potential Loyalists,0.6922137203913368,-0.40226928225350356
CUST00099,55,9,12868.74,2,Potential Loyalists,-0.1486304093221172,-0.4716791121809631
CUST00100,10,12,16201.23,2,Potential Loyalists,1.0412892551536956,-0.5051813634958158
CUST00101,0,14,20367.2,0,Champions,1.971969712525645,-0.21573855248498794
CUST00102,266,11,15855.19,4,Lost Customers,-0.2780360298416744,1.902272469010633
CUST00103,160,12,11768.72,4,Lost Customers,-0.09140912022789732,0.6916018716285499
CUST00104,365,10,16144.58,4,Lost Customers,-0.8673067842444956,2.8167185884169608
CUST00105,79,12,21721.74,0,Champions,1.3802428514759957,0.49916879176698975
CUST00106,30,10,15526.78,2,Potential Loyalists,0.465922150921865,-0.4874861373499875
CUST00107,246,11,11723.01,4,Lost Customers,-0.6643375299143243,1.4591467979860226
CUST00108,29,13,21667.96,0,Champions,1.7910276765152793,0.07674400636385739
CUST00109,50,19,25925.72,0,Champions,3.4319676722182795,0.9477595919684333
CUST00110,159,5,4839.57,1,Low Spenders,-2.327472480241172,-0.2131710666238119
CUST00111,97,10,12559.72,2,Potential Loyalists,-0.1523248963659604,-0.012189504934553091
CUST00112,13,12,16080.83,2,Potential Loyalists,1.0150233037422418,-0.483151787157659
CUST00113,64,12,12813.03,2,Potential Loyalists,0.4295962989527979,-0.18195130604871257
CUST00114,1,13,19293.18,0,Champions,1.638171723339046,-0.33889742203737633
CUST00115,185,11,12198.77,4,Lost Customers,-0.35464824310996385,0.8928013218524022
CUST00116,103,10,19171.22,2,Potential Loyalists,0.5746881839026396,0.4432451303874074
CUST00117,104,10,11570.41,2,Potential Loyalists,-0.29419987177150236,-0.0033143106125048402
CUST00118,78,8,9669.4,1,Low Spenders,-0.8163842388361412,-0.5078740130987144
CUST00119,223,10,16320.97,4,Lost Customers,-0.2523183108153456,1.4424413116241777
CUST00120,60,9,13565.87,2,Potential Loyalists,-0.09027006473099136,-0.38106423635276354
CUST00121,39,7,6513.78,1,Low Spenders,-1.2194097863953723,-1.1461043465452219
CUST00122,3,11,19228.92,2,Potential Loyalists,1.2076348703495032,-0.4601161428231443
CUST00123,102,11,12186.96,2,Potential Loyalists,-0.008255905679442349,0.08262792120801744
CUST00124,86,9,12724.36,2,Potential Loyalists,-0.2949329142544441,-0.17801684213664898
CUST00125,177,8,12460.89,4,Lost Customers,-0.9135825154150943,0.6252178523745671
CUST00126,204,5,6780.69,3,Lost Customers,-2.295174432258556,0.3422296437450313
CUST00127,13,10,11486.2,2,Potential Loyalists,0.07747266514495464,-0.8958548846755728
CUST00128,96,11,10691.63,2,Potential Loyalists,-0.15323307740006897,-0.0656592011552021
CUST00129,59,7,13994.97,1,Low Spenders,-0.4521115489026902,-0.5019220076667382
CUST00130,98,8,6884.72,1,Low Spenders,-1.216972324996774,-0.47999966219907975
CUST00131,4,8,9972.93,1,Low Spenders,-0.47182386639684654,-1.2113428376365452
CUST00132,51,10,13938.69,2,Potential Loyalists,0.19727332754209448,-0.3780223327686523
CUST00133,1,12,16037.53,2,Potential Loyalists,1.0603723914649168,-0.6027822841599071
CUST00134,52,8,12045.64,1,Low Spenders,-0.43712438219098787,-0.6187844176207477
CUST00135,197,11,20978.6,4,Lost Customers,0.5939051736006821,1.5369264039426023
CUST00136,160,13,21236.13,0,Champions,1.1930648091052607,1.328407616969697
CUST00137,66,10,16597.85,2,Potential Loyalists,0.436946141454967,-0.07209182787329857
CUST00138,126,6,5216.86,1,Low Spenders,-1.93887042602767,-0.4439228007981861
CUST00139,61,13,17943.37,0,Champions,1.233236610825512,0.16522217880027193
CUST00140,28,9,13776.46,2,Potential Loyalists,0.06775434296313089,-0.680504194761305
CUST00141,8,14,16317.48,0,Champions,1.4777406979409597,-0.380841440873767
CUST00142,91,5,10360.73,1,Low Spenders,-1.414471239138397,-0.54488576369767
CUST00143,17,4,6176.4,1,Low Spenders,-1.7878913236867242,-1.5862147555067831
CUST00144,53,6,4869.9,1,Low Spenders,-1.6725019799511083,-1.1766909865756014
CUST00145,170,5,6940.63,1,Low Spenders,-2.134532992540917,0.02024376388466685
CUST00146,79,10,10622.91,2,Potential Loyalists,-0.2972515255775448,-0.3040117241686551
CUST00147,82,12,15504.51,2,Potential Loyalists,0.6603771978825306,0.15517726805721208
CUST00148,1,9,14121.14,2,Potential Loyalists,0.22008541877772808,-0.923131190823077
CUST00149,45,13,19589.45,0,Champions,1.4875346627487884,0.1080026991404133
CUST00150,169,11,15442.41,4,Lost Customers,0.08139460737549854,0.931490809408716
CUST00151,47,9,10451.1,1,Low Spenders,-0.39015406783211426,-0.6948419654326772
CUST00152,220,8,15079.94,4,Lost Customers,-0.7957812681686468,1.20181269195282
CUST00153,57,9,10640.23,1,Low Spenders,-0.4105337749362293,-0.5859617804036513
CUST00154,18,10,14241.72,2,Potential Loyalists,0.37000366743433155,-0.6816652704788003
CUST00155,26,11,13391.21,2,Potential Loyalists,0.4471531451741813,-0.5862716528065931
CUST00156,0,12,14489.41,2,Potential Loyalists,0.8884416735658957,-0.7054757209442776
CUST00157,14,15,20565.9,0,Champions,2.143343971130966,0.0011595262078420577
CUST00158,111,15,26640.56,0,Champions,2.4280313889998437,1.3118502116378365
CUST00159,36,5,4104.58,1,Low Spenders,-1.895768422994767,-1.4568636519078317
CUST00160,45,13,12694.81,2,Potential Loyalists,0.7031729123551933,-0.30591465089796566
CUST00161,229,5,7673.68,3,Lost Customers,-2.2983240535029807,0.6396545681283466
CUST00162,25,9,10529.37,1,Low Spenders,-0.2890788015655842,-0.9046998794213957
CUST00163,90,14,11893.7,2,Potential Loyalists,0.630927536759771,0.15329025089150158
CUST00164,6,10,14178.59,2,Potential Loyalists,0.41309681525147063,-0.8024862547365483
CUST00165,1,17,21800.69,0,Champions,2.7531304657975935,0.08537220116599331
CUST00166,36,14,26738.53,0,Champions,2.5459724243757638,0.5178550500243203
CUST00167,95,8,13052.26,1,Low Spenders,-0.5027596040259056,-0.13899126061364905
CUST00168,25,2,3795.96,1,Low Spenders,-2.507063587373677,-1.787969050813401
CUST00169,23,2,6150.86,1,Low Spenders,-2.230781591166489,-1.6660986022466557
CUST00170,14,17,16463.32,0,Champions,2.091465305349681,-0.10827139863469942
CUST00171,26,15,28154.52,0,Champions,2.9563805862846992,0.5737707241011564
CUST00172,12,9,14180.12,2,Potential Loyalists,0.1807097394433371,-0.8123119334215876
CUST00173,23,8,12703.68,2,Potential Loyalists,-0.24076504464968873,-0.8621041195077878
CUST00174,254,10,18885.61,4,Lost Customers,-0.09043189376606706,1.8987386691568844
CUST00175,193,12,25211.09,0,Champions,1.2995920768216231,1.8204451886503854
CUST00176,40,8,13709.14,2,Potential Loyalists,-0.1976029177275711,-0.6359477614365341
CUST00177,10,14,17534.53,0,Champions,1.60781798290268,-0.28827109507422394
CUST00178,94,12,20192.16,0,Champions,1.143387893330622,0.5536297259813857
CUST00179,214,12,13633.88,4,Lost Customers,-0.10545888620454909,1.3302155966779672
CUST00180,129,10,19636.15,4,Lost Customers,0.5186511604098729,0.7247242023682986
CUST00181,26,11,17442.94,2,Potential Loyalists,0.908094113074208,-0.3430274305308831
CUST00182,216,6,10037.59,4,Lost Customers,-1.7675079638523254,0.723220545527713
CUST00183,36,5,7741.63,1,Low Spenders,-1.4820031061299235,-1.2385146013472388
CUST00184,25,10,6894.34,1,Low Spenders,-0.49519071468787784,-1.054494630094088
CUST00185,56,9,12067.43,2,Potential Loyalists,-0.243980220533713,-0.5100329004439728
CUST00186,2,12,19084.24,2,Potential Loyalists,1.4027886859164973,-0.410121510198539
CUST00187,234,12,17422.98,4,Lost Customers,0.24181246445855445,1.752744577454621
CUST00188,108,15,22374.32,0,Champions,1.9552556748933643,1.0264702059266662
CUST00189,12,13,13275.97,2,Potential Loyalists,0.9075444305594192,-0.5928601493558576
CUST00190,53,11,14934.13,2,Potential Loyalists,0.509562975344951,-0.23032323750720393
CUST00191,1,22,29652.79,0,Champions,4.68353468769812,0.8989354836428938
CUST00192,68,16,23094.54,0,Champions,2.41219793718309,0.7480380756042155
CUST00193,42,17,21757.71,0,Champions,2.5764677389899626,0.48264781574891363
CUST00194,44,13,15928.87,2,Potential Loyalists,1.07528206825629,-0.12151154993612527
CUST00195,140,10,13325.56,4,Lost Customers,-0.24535221151681202,0.45314850727278205
CUST00196,221,5,7182.37,3,Lost Customers,-2.3207007267264808,0.5321382763939027
CUST00197,44,8,9150.13,1,Low Spenders,-0.7330124382127604,-0.8706360325863207
CUST00198,85,13,25004.74,0,Champions,1.9360160942271412,0.8232110999376111
CUST00199,22,14,17907.68,0,Champions,1.5999939470126356,-0.14883816634092695
CUST00200,127,5,3504.75,1,Low Spenders,-2.3452600790732445,-0.6053891848670669
CUST00201,100,9,14851.33,2,Potential Loyalists,-0.11161456870800421,0.08621123542870629
CUST00202,136,11,17226.3,4,Lost Customers,0.4225934882920471,0.716750794400527
CUST00203,22,5,5485.94,1,Low Spenders,-1.6799651523642403,-1.5104703400083062
CUST00204,106,10,11282.49,2,Potential Loyalists,-0.3353339776133411,-0.0010943231039325296
CUST00205,554,4,5941.6,3,Lost Customers,-4.064412421680838,3.6368261930900334
CUST00206,47,7,6683.44,1,Low Spenders,-1.233625300293187,-1.0578982023514536
CUST00207,26,12,9942.55,2,Potential Loyalists,0.2622434267162726,-0.7248777443866203
CUST00208,50,12,15673.67,2,Potential Loyalists,0.8136883635047237,-0.14674992620586116
CUST00209,66,7,12595.61,1,Low Spenders,-0.6406354480734895,-0.5176640245962181
CUST00210,118,10,17041.41,2,Potential Loyalists,0.2695486665288296,0.4616714622130585
CUST00211,119,7,8205.27,1,Low Spenders,-1.362146259358251,-0.26434968170666084
CUST00212,127,10,11817.46,4,Lost Customers,-0.3624550261142745,0.23582666113761408
CUST00213,100,12,9590.09,2,Potential Loyalists,-0.0878834177138378,-0.02434641563354082
CUST00214,42,8,4900.28,1,Low Spenders,-1.208113149574364,-1.1452794872351142
CUST00215,39,16,22135.61,0,Champions,2.424604317132125,0.4076441338015948
CUST00216,186,10,9121.31,4,Lost Customers,-0.9163655587891056,0.6493666183535147
CUST00217,109,14,30648.47,0,Champions,2.6849427964851227,1.464525519291482
CUST00218,95,5,2125.65,1,Low Spenders,-2.3680851473464233,-1.0002656377383374
CUST00219,76,8,7162.77,1,Low Spenders,-1.09316928897089,-0.677863852339901
CUST00220,1,16,20580.89,0,Champions,2.4069375513054885,-0.056291103764916944
CUST00221,57,7,13753.01,1,Low Spenders,-0.47125870565013206,-0.5359531594185973
CUST00222,11,13,19354.3,0,Champions,1.6032290879793754,-0.23770227349733505
CUST00223,57,10,17872.0,2,Potential Loyalists,0.6196048296156584,-0.08337191644859578
CUST00224,220,3,2604.45,3,Lost Customers,-3.252160780026624,0.11068577497231363
CUST00225,188,10,14083.98,4,Lost Customers,-0.3601716006567403,0.9668039774635065
CUST00226,53,15,21125.9,0,Champions,2.04365783259776,0.4151296724308465
CUST00227,97,15,24945.62,0,Champions,2.293862499700944,1.073558907092839
CUST00228,355,7,16176.12,3,Lost Customers,-1.4440935791001435,2.5157871615880523
CUST00229,87,13,14757.76,2,Potential Loyalists,0.7618995942537978,0.22754233269274912
CUST00230,84,7,9973.94,1,Low Spenders,-1.0142996882813662,-0.4995085902563164
CUST00231,25,9,11922.43,2,Potential Loyalists,-0.1305987387917046,-0.821067999635872
CUST00232,25,11,16331.42,2,Potential Loyalists,0.7858327528533027,-0.4195097359107484
CUST00233,345,6,6542.19,3,Lost Customers,-2.7056155975337166,1.7714586148208473
CUST00234,40,6,9202.19,1,Low Spenders,-1.1251787297531286,-1.0433870201968962
CUST00235,167,8,10679.54,4,Lost Customers,-1.074340107170918,0.4207492851996849
CUST00236,39,13,14216.84,2,Potential Loyalists,0.9014626510414362,-0.27305559952161323
CUST00237,206,9,15113.5,4,Lost Customers,-0.5258855016770959,1.13572432253908
CUST00238,49,13,19595.58,0,Champions,1.471473679851032,0.14738104370286206
CUST00239,159,10,14197.63,4,Lost Customers,-0.22574424118779454,0.6908020084548483
CUST00240,4,15,23448.58,0,Champions,2.5131850378530665,0.07669440201178106
CUST00241,31,16,27192.57,0,Champions,3.0334209721833814,0.633216330472265
CUST00242,199,8,10180.62,4,Lost Customers,-1.2651660858667149,0.7028794508508718
CUST00243,202,11,18364.59,4,Lost Customers,0.27557702304220666,1.4287581243912493
CUST00244,42,9,18256.09,2,Potential Loyalists,0.518720675305255,-0.2750349802052883
CUST00245,195,7,8630.09,4,Lost Customers,-1.6322258083504733,0.5023505515776174
CUST00246,176,8,6486.64,1,Low Spenders,-1.5890474387649582,0.25680321759793473
CUST00247,7,8,8284.66,1,Low Spenders,-0.6764569635315876,-1.283439799537466
CUST00248,55,8,4410.93,1,Low Spenders,-1.318248215174227,-1.0478738674488433
CUST00249,67,10,13723.09,2,Potential Loyalists,0.10571238686799575,-0.23492447644476175
CUST00250,142,9,6576.07,1,Low Spenders,-1.229003897440349,-0.0009826760730376187
CUST00251,22,9,9440.86,1,Low Spenders,-0.4003432743196156,-0.9993059533917561
CUST00252,15,7,4798.82,1,Low Spenders,-1.3139603403791027,-1.4831233752126582
CUST00253,31,7,5376.04,1,Low Spenders,-1.3153269151476503,-1.2924288418385623
CUST00254,110,6,10095.36,1,Low Spenders,-1.3168393801834253,-0.30708505330607505
CUST00255,28,9,13275.41,2,Potential Loyalists,0.010752896182050192,-0.7105845598328285
CUST00256,48,8,6282.02,1,Low Spenders,-1.0760584293852473,-1.0038117016017105
CUST00257,516,6,7188.54,3,Lost Customers,-3.348503968598989,3.47795371343004
CUST00258,103,12,12445.45,2,Potential Loyalists,0.2243849593314871,0.1763318926979044
CUST00259,193,12,18156.98,4,Lost Customers,0.4970883830727165,1.396954111802395
CUST00260,13,12,16494.28,2,Potential Loyalists,1.0620590250707276,-0.45833045807109796
CUST00261,66,5,6119.6,1,Low Spenders,-1.7922193806434135,-1.0433151257829538
CUST00262,99,9,11870.08,2,Potential Loyalists,-0.44658387242754277,-0.10251966986170677
CUST00263,39,11,14906.72,2,Potential Loyalists,0.5650989509315036,-0.3685049498603685
CUST00264,35,10,18355.82,2,Potential Loyalists,0.7668170816961137,-0.26888277514391756
CUST00265,17,8,4507.15,1,Low Spenders,-1.1480974606959884,-1.4126954877891675
CUST00266,81,9,13119.83,2,Potential Loyalists,-0.22899472426217735,-0.20303785133048724
CUST00267,21,11,14971.56,2,Potential Loyalists,0.6478880106718209,-0.5401587971846507
CUST00268,224,10,23977.29,4,Lost Customers,0.6145056058227185,1.9118384425106953
CUST00269,13,7,11089.88,1,Low Spenders,-0.5898850805019838,-1.124946909721597
CUST00270,59,13,13878.91,2,Potential Loyalists,0.7792266054188918,-0.0982914507200717
CUST00271,151,10,18988.35,4,Lost Customers,0.35278388938288163,0.9003905779493035
CUST00272,292,6,7187.9,3,Lost Customers,-2.410108833070307,1.2933366929316303
CUST00273,33,9,7114.65,1,Low Spenders,-0.7110676830178749,-1.031680760384933
CUST00274,68,12,15419.29,2,Potential Loyalists,0.7093364772543057,0.01352495216191644
CUST00275,81,14,23609.25,0,Champions,2.0014415415953986,0.768856033701908
CUST00276,63,13,13414.45,2,Potential Loyalists,0.7096294268506257,-0.0871648155658822
CUST00277,99,10,17674.95,2,Potential Loyalists,0.4212248959564493,0.31440674150267506
CUST00278,111,16,33111.68,0,Champions,3.371635415178257,1.7687747134700411
CUST00279,16,7,4763.73,1,Low Spenders,-1.322141907797465,-1.4754774083113076
CUST00280,169,4,6682.2,1,Low Spenders,-2.3671670317124955,-0.0734566055257782
CUST00281,179,7,10708.49,4,Lost Customers,-1.3287453086227925,0.47108525498875164
CUST00282,316,3,7299.23,3,Lost Customers,-3.120264426516304,1.3287832543726192
CUST00283,160,9,12933.43,4,Lost Customers,-0.5811778658375727,0.5562257477652433
CUST00284,9,12,12604.92,2,Potential Loyalists,0.6363482722461088,-0.7308371851436609
CUST00285,90,10,11220.08,2,Potential Loyalists,-0.275400563572529,-0.16088241452119562
CUST00286,80,13,10995.53,2,Potential Loyalists,0.3632204244878469,-0.06658993747392025
CUST00287,42,11,14681.14,2,Potential Loyalists,0.526867303137585,-0.3527898187836086
CUST00288,225,6,9847.05,3,Lost Customers,-1.8268908556923964,0.7995547891676819
CUST00289,24,12,14199.22,2,Potential Loyalists,0.7548783646355772,-0.4888351854874301
CUST00290,68,8,15407.54,2,Potential Loyalists,-0.12169465155620211,-0.260912574582206
CUST00291,89,5,4729.57,1,Low Spenders,-2.046715286400958,-0.9024556909079767
CUST00292,9,9,12458.19,2,Potential Loyalists,-0.0026151193401768363,-0.9449451600585571
CUST00293,1,9,14961.76,2,Potential Loyalists,0.3157177033663164,-0.8726648571509401
CUST00294,136,7,8210.76,1,Low Spenders,-1.4327447087013312,-0.09822617995827222
CUST00295,10,10,15321.38,2,Potential Loyalists,0.5263468083005919,-0.6948689165363429
CUST00296,124,9,16718.93,4,Lost Customers,0.00030092058490523794,0.4323939541959678
CUST00297,100,8,11669.21,1,Low Spenders,-0.6810488344573699,-0.17325927833795343
CUST00298,168,12,17185.72,4,Lost Customers,0.49133369688364154,1.0948302747873095
CUST00299,8,11,13685.93,2,Potential Loyalists,0.5560942707483173,-0.7441247330963638
CUST00300,143,6,6058.34,1,Low Spenders,-1.9143633180520876,-0.2276109258412492
CUST00301,137,9,14834.03,4,Lost Customers,-0.26859748012190743,0.4460182078998819
CUST00302,313,3,6015.76,3,Lost Customers,-3.2537083266018185,1.2224728236028488
CUST00303,124,9,12727.76,4,Lost Customers,-0.45375050013008555,0.19278543077013605
CUST00304,62,12,16657.85,2,Potential Loyalists,0.8753775379263121,0.029365979215696558
CUST00305,237,12,16529.39,4,Lost Customers,0.1275853342492485,1.7283559570666003
CUST00306,106,7,6084.87,1,Low Spenders,-1.5489067645336114,-0.5184307485449401
CUST00307,122,15,18140.48,0,Champions,1.4149429003927705,0.9088292345935117
CUST00308,64,8,11385.39,1,Low Spenders,-0.5625121245046806,-0.5413913038059468
CUST00309,56,5,5600.16,1,Low Spenders,-1.8094170568069543,-1.1720253584854154
CUST00310,124,8,13747.97,4,Lost Customers,-0.5451109412081825,0.1856003586779917
CUST00311,15,10,13652.09,2,Potential Loyalists,0.3154937736048498,-0.7463212545841137
CUST00312,51,12,18731.33,2,Potential Loyalists,1.1573503736378787,0.0465682272536272
CUST00313,135,5,6465.36,1,Low Spenders,-2.0419659873555367,-0.3496293137071895
CUST00314,136,10,13024.47,4,Lost Customers,-0.2628470548690255,0.39606234017466496
CUST00315,21,10,15936.32,2,Potential Loyalists,0.5502193563934229,-0.5506727910275503
CUST00316,353,3,5068.35,3,Lost Customers,-3.529073029110059,1.5556987099991222
CUST00317,26,12,21934.58,0,Champions,1.6265045979409494,-0.004940332254769806
CUST00318,95,7,13213.61,1,Low Spenders,-0.6918273848553227,-0.19773769852822382
CUST00319,30,15,23868.92,0,Champions,2.452075278082546,0.3554965286208743
CUST00320,50,7,11290.17,1,Low Spenders,-0.7221140855091506,-0.7520769961548964
CUST00321,112,10,16488.16,2,Potential Loyalists,0.23174627373948836,0.3699417898579838
CUST00322,57,9,9215.27,1,Low Spenders,-0.5726429089651063,-0.6715087657590416
CUST00323,2,14,15323.11,2,Potential Loyalists,1.3897547342423875,-0.4990536012846255
CUST00324,41,11,11330.36,2,Potential Loyalists,0.14985879249456038,-0.5637053310092179
