customer_id,churn_probability_rf,churn_prediction_rf,actual_churn
CUST00158,0.0101487953056485,0,0
CUST00159,0.0050282485875706,0,0
CUST00160,0.0143500430785693,0,0
CUST00161,0.97,1,1
CUST00162,0.0337346168403486,0,0
CUST00163,0.0038157868411077,0,0
CUST00164,0.0012011734531904,0,0
CUST00165,0.0057674477675789,0,0
CUST00166,0.0011706181916292,0,0
CUST00167,0.020035184627714,0,0
CUST00168,0.0750430303418554,0,0
CUST00169,0.0274162066042222,0,0
CUST00170,0.0030384252297704,0,0
CUST00171,0.0127204925910552,0,0
CUST00172,0.0248614420665456,0,0
CUST00173,0.0517026130370339,0,0
CUST00174,0.953270412096698,1,1
CUST00175,0.9197495179296508,1,1
CUST00176,0.0223510884564834,0,0
CUST00177,0.0029823609114959,0,0
CUST00178,0.016541264083112,0,0
CUST00179,0.9638530961107388,1,1
CUST00180,0.0362378630629039,0,0
CUST00181,0.0577633293221602,0,0
CUST00182,0.9162687549242816,1,1
CUST00183,0.0295870625516116,0,0
CUST00184,0.00150867127396,0,0
CUST00185,0.0044484115553601,0,0
CUST00186,0.0179957512722798,0,0
CUST00187,0.952228460697928,1,1
CUST00188,0.0061919313053484,0,0
CUST00189,0.0014659746871746,0,0
CUST00190,0.0229654132430923,0,0
CUST00191,0.0094880390368644,0,0
CUST00192,0.0086818792842693,0,0
CUST00193,0.0055317188324133,0,0
CUST00194,0.0192057938147555,0,0
CUST00195,0.0002953564955454,0,0
CUST00196,0.9717114911389784,1,1
CUST00197,0.0324051252763581,0,0
CUST00198,0.0055317188324133,0,0
CUST00199,0.0312041360915444,0,0
CUST00200,0.0676973637589604,0,0
CUST00201,0.0551501445574654,0,0
CUST00202,0.1040533126097276,0,0
CUST00203,0.0237732470308929,0,0
CUST00204,0.020727435749836,0,0
CUST00205,0.9988782646611208,1,1
CUST00206,0.00837514011669,0,0
CUST00207,0.0011706181916292,0,0
CUST00208,0.0074177220784578,0,0
CUST00209,0.0693321749220454,0,0
CUST00210,0.0095215310782498,0,0
CUST00211,0.0987857187151117,0,0
CUST00212,0.0403813529640073,0,0
CUST00213,0.0106275089070994,0,0
CUST00214,0.0469070169528393,0,0
CUST00215,0.0122265136978588,0,0
CUST00216,0.9200635156556968,1,1
CUST00217,0.0127204925910552,0,0
CUST00218,0.013338118352538,0,0
CUST00219,0.0141999278205278,0,0
CUST00220,0.0,0,0
CUST00221,0.0593690326827553,0,0
CUST00222,0.0014659746871746,0,0
CUST00223,0.0002953564955454,0,0
CUST00224,0.975515809988872,1,1
CUST00225,0.9198473061265628,1,1
CUST00226,0.0275902016812266,0,0
CUST00227,0.0021269685642502,0,0
CUST00228,0.9465454906601428,1,1
CUST00229,0.0393826892490508,0,0
CUST00230,0.0157479485752387,0,0
CUST00231,0.0009064588036846,0,0
CUST00232,0.0020927776544703,0,0
CUST00233,0.9847998321529784,1,1
CUST00234,0.0824561229664073,0,0
CUST00235,0.0029314922895759,0,0
CUST00236,0.0050535715863994,0,0
CUST00237,0.926199068260114,1,1
CUST00238,0.0014659746871746,0,0
CUST00239,0.0189425516015625,0,0
CUST00240,0.002602472062693,0,0
CUST00241,0.0049653049741809,0,0
CUST00242,0.9607078436713944,1,1
CUST00243,0.9102471237799702,1,1
CUST00244,0.0300605052037643,0,0
CUST00245,0.9795288923196216,1,1
CUST00246,0.0239878501897836,0,0
CUST00247,0.012609391715768,0,0
CUST00248,0.001749584152427,0,0
CUST00249,0.0348467784445228,0,0
CUST00250,0.0301877858376408,0,0
CUST00251,0.0189893161567291,0,0
CUST00252,0.0148066346629704,0,0
CUST00253,0.0096392859724258,0,0
CUST00254,0.0520188340756501,0,0
CUST00255,0.0002953564955454,0,0
CUST00256,0.0065369198615307,0,0
CUST00257,0.9840817751842256,1,1
CUST00258,0.077324062247589,0,0
CUST00259,0.9368228856221416,1,1
CUST00260,0.002602472062693,0,0
CUST00261,0.021880416598241,0,0
CUST00262,0.0206762450652145,0,0
CUST00263,0.0100420319234968,0,0
CUST00264,0.0002953564955454,0,0
CUST00265,0.0163399319037515,0,0
CUST00266,0.0403627531537529,0,0
CUST00267,0.0736923481366448,0,0
CUST00268,0.9406589141415108,1,1
CUST00269,0.0,0,0
CUST00270,0.0146501189167698,0,0
CUST00271,0.036511525820337,0,0
CUST00272,0.97122865776085,1,1
CUST00273,0.0065633745309459,0,0
CUST00274,0.002602472062693,0,0
CUST00275,0.0014659746871746,0,0
CUST00276,0.0121321196726425,0,0
CUST00277,0.0272029764117313,0,0
CUST00278,0.0086818792842693,0,0
CUST00279,0.0584634470099437,0,0
CUST00280,0.0214439991492971,0,0
CUST00281,0.1396395581768029,0,0
CUST00282,0.9758146169413008,1,1
CUST00283,0.016356433249291,0,0
CUST00284,0.0018040277695055,0,0
CUST00285,0.0135069608040329,0,0
CUST00286,0.0128707457824931,0,0
CUST00287,0.0002953564955454,0,0
CUST00288,0.9798523821806978,1,1
CUST00289,0.0291070874318996,0,0
CUST00290,0.0567564893801853,0,0
CUST00291,0.0,0,0
CUST00292,0.0002953564955454,0,0
CUST00293,0.0009064588036846,0,0
CUST00294,0.0741058120854403,0,0
CUST00295,0.030204094085351,0,0
CUST00296,0.058783226145911,0,0
CUST00297,0.0728693742652955,0,0
CUST00298,0.0351412417705978,0,0
CUST00299,0.0318762222348096,0,0
CUST00300,0.0247565507420096,0,0
CUST00301,0.0009064588036846,0,0
CUST00302,0.98462289765193,1,1
CUST00303,0.0044457674607663,0,0
CUST00304,0.0243633902376073,0,0
CUST00305,0.9114355555714772,1,1
CUST00306,0.037408004342252,0,0
CUST00307,0.0162227534712,0,0
CUST00308,0.019489938034549,0,0
CUST00309,0.0936962048845148,0,0
CUST00310,0.0607276009754279,0,0
CUST00311,0.0221648172818253,0,0
CUST00312,0.0207606367937192,0,0
CUST00313,0.0,0,0
CUST00314,0.0002953564955454,0,0
CUST00315,0.0002953564955454,0,0
CUST00316,0.9461439155614374,1,1
CUST00317,0.0002953564955454,0,0
CUST00318,0.0615938354620462,0,0
CUST00319,0.0161646890135395,0,0
CUST00320,0.0166982350965918,0,0
CUST00321,0.0306190473818173,0,0
CUST00322,0.0024151300776447,0,0
CUST00323,0.002602472062693,0,0
CUST00324,0.0235720797564118,0,0
CUST00325,0.021296727151383,0,0
CUST00326,0.0242526540057499,0,0
CUST00327,0.0723181119202821,0,0
CUST00328,0.012602472062693,0,0
CUST00329,0.0,0,0
CUST00330,0.0186794279882342,0,0
CUST00331,0.0035480333519218,0,0
CUST00332,0.089467950367785,0,0
CUST00333,0.9815346109198672,1,1
CUST00334,0.0455788133366518,0,0
CUST00335,0.0043701245063882,0,0
CUST00336,0.0687732836517992,0,0
CUST00337,0.0014659746871746,0,0
CUST00338,0.0023717916448197,0,0
CUST00339,0.8979238984481244,1,1
CUST00340,0.0412469882625706,0,0
CUST00341,0.0330179841668293,0,0
CUST00342,0.9839431078809306,1,1
CUST00343,0.0909372946287627,0,0
CUST00344,0.0074514196539218,0,0
CUST00345,0.0052669518424098,0,0
CUST00346,0.0059752779486627,0,0
CUST00347,0.0164736436700393,0,0
CUST00348,0.0235261239841117,0,0
CUST00349,0.0402748309514039,0,0
CUST00350,0.0247111940193415,0,0
CUST00351,0.0580095689110253,0,0
CUST00352,0.0222607634367328,0,0
CUST00353,0.0014659746871746,0,0
CUST00354,0.9544922689268688,1,1
CUST00355,0.0273181530676786,0,0
CUST00356,0.960852286467868,1,1
CUST00357,0.978878852852402,1,1
CUST00358,0.958414020324183,1,1
CUST00359,0.0130429799250533,0,0
CUST00360,0.0075481300310217,0,0
CUST00361,0.0350051693317044,0,0
CUST00362,0.07157999159885,0,0
CUST00363,0.0158893984174586,0,0
CUST00364,0.0097562176328546,0,0
CUST00365,0.0258613594064448,0,0
CUST00366,0.0005497742931812,0,0
CUST00367,0.0020927776544703,0,0
CUST00368,0.0063627542930328,0,0
CUST00369,0.0417348927229599,0,0
CUST00370,0.0081855735063016,0,0
CUST00371,0.0076010907360989,0,0
CUST00372,0.9323098739303692,1,1
CUST00373,0.0251338730399667,0,0
CUST00374,0.002602472062693,0,0
CUST00375,0.9701725160586484,1,1
CUST00376,0.0984772548865629,0,0
CUST00377,0.035310610633017,0,0
CUST00378,0.97468954371913,1,1
CUST00379,0.0072380159891166,0,0
CUST00380,0.0002953564955454,0,0
CUST00381,0.0350377018862593,0,0
CUST00382,0.0148272402616714,0,0
CUST00383,0.0220305836803335,0,0
CUST00384,0.0223792284223132,0,0
CUST00385,0.0078502641124421,0,0
CUST00386,0.0273129602319901,0,0
CUST00387,0.0038597098341579,0,0
CUST00388,0.0104736081683609,0,0
CUST00389,0.0555714096096981,0,0
CUST00390,0.0323884124654692,0,0
CUST00391,0.0029705010042159,0,0
CUST00392,0.0525499043779532,0,0
CUST00393,0.0457862753421353,0,0
CUST00394,0.0061651284102895,0,0
CUST00395,0.0701336382651918,0,0
CUST00396,0.002602472062693,0,0
CUST00397,0.0101716306161255,0,0
CUST00398,0.0427360301918481,0,0
CUST00399,0.0,0,0
CUST00400,0.0020927776544703,0,0
CUST00401,0.015789128066531,0,0
CUST00402,0.9653367950540224,1,1
CUST00403,0.0255138402728315,0,0
CUST00404,0.9414976890782788,1,1
CUST00405,0.0615426991871947,0,0
CUST00406,0.0028614532324281,0,0
CUST00407,0.0196955274038454,0,0
CUST00408,0.0726802376770897,0,0
CUST00409,0.0173039159594561,0,0
CUST00410,0.0392580328313305,0,0
CUST00411,0.0053450631053121,0,0
CUST00412,0.9493591699433144,1,1
CUST00413,0.017533372484662,0,0
CUST00414,0.0061651284102895,0,0
CUST00415,0.0,0,0
CUST00416,0.0314719874045212,0,0
CUST00417,0.040172916587367,0,0
CUST00418,0.0,0,0
CUST00419,0.0018040277695055,0,0
CUST00420,0.9366988180077496,1,1
CUST00421,0.0002953564955454,0,0
CUST00422,0.0014659746871746,0,0
CUST00423,0.0031859100872118,0,0
CUST00424,0.0375266229235004,0,0
CUST00425,0.0089772357798147,0,0
CUST00426,0.0554219325364944,0,0
CUST00427,0.008215795396102,0,0
CUST00428,0.0061002683281832,0,0
CUST00429,0.9748371385686754,1,1
CUST00430,0.0305023587413826,0,0
CUST00431,0.0264341081982198,0,0
CUST00432,0.0050497066097667,0,0
CUST00433,0.01,0,0
CUST00434,0.9586368247596002,1,1
CUST00435,0.0545643644225879,0,0
CUST00436,0.0290651419831556,0,0
CUST00437,0.0103760754046043,0,0
CUST00438,0.0017811874583055,0,0
CUST00439,0.1201286539566049,0,0
CUST00440,0.0251368902686198,0,0
CUST00441,0.0427990436758472,0,0
CUST00442,0.0002953564955454,0,0
CUST00443,0.1021049023672635,0,0
CUST00444,0.0117811874583055,0,0
CUST00445,0.9941244312528412,1,1
CUST00446,0.0228486016295717,0,0
CUST00447,0.979995800799556,1,1
CUST00448,0.0049951656177427,0,0
CUST00449,0.0078407384042964,0,0
CUST00450,0.0125878621615301,0,0
CUST00451,0.0079067281814089,0,0
CUST00452,0.0131289824722383,0,0
CUST00453,0.998171437351884,1,1
CUST00454,0.0,0,0
CUST00455,0.961931485558266,1,1
CUST00456,0.032179650312722,0,0
CUST00457,0.002602472062693,0,0
CUST00458,0.0105257512675868,0,0
CUST00459,0.0184152589028533,0,0
CUST00460,0.0014659746871746,0,0
CUST00461,0.0023717916448197,0,0
CUST00462,0.0316022610775336,0,0
CUST00463,0.0057104010007856,0,0
CUST00464,0.002602472062693,0,0
CUST00465,0.0072797223046758,0,0
CUST00466,0.0057723062942985,0,0
CUST00467,0.0568116400513414,0,0
CUST00468,0.0190016784179827,0,0
CUST00469,0.0014659746871746,0,0
CUST00470,0.019235868514248,0,0
CUST00471,0.9262534548291124,1,1
CUST00472,0.0651200933653584,0,0
CUST00473,0.9779644782814908,1,1
CUST00474,0.8976614251114732,1,1
CUST00475,0.0002953564955454,0,0
CUST00476,0.0867048227332298,0,0
CUST00477,0.0023071155671476,0,0
CUST00478,0.0406140093669871,0,0
CUST00479,0.0450121279448213,0,0
CUST00480,0.9821943895684296,1,1
CUST00481,0.0604700497883579,0,0
CUST00482,0.0180706698384117,0,0
CUST00483,0.0115958359829506,0,0
CUST00484,0.9521422971773376,1,1
CUST00485,0.0280754413943068,0,0
CUST00486,0.0002953564955454,0,0
CUST00487,0.0027232124586396,0,0
CUST00488,0.0146995134734469,0,0
CUST00489,0.0223308438135273,0,0
CUST00490,0.09306859281373,0,0
CUST00491,0.0049989472629771,0,0
CUST00492,0.0057564499672384,0,0
CUST00493,0.003282269503546,0,0
CUST00494,0.0084749840307379,0,0
CUST00495,0.0035480333519218,0,0
CUST00496,0.0423637961117681,0,0
CUST00497,0.9663467165483354,1,1
CUST00498,0.0350146793759717,0,0
CUST00499,0.0018040277695055,0,0
CUST00500,0.0915564382260911,0,0
CUST00501,0.0216683959007783,0,0
CUST00502,0.0131382820558536,0,0
CUST00503,0.0665072570513582,0,0
CUST00504,0.020132031836952,0,0
CUST00505,0.00312713764482,0,0
CUST00506,0.0218196730095404,0,0
CUST00507,0.0224959395736236,0,0
CUST00508,0.0026052121159938,0,0
CUST00509,0.002602472062693,0,0
CUST00510,0.0060136487483475,0,0
CUST00511,0.9296327979214476,1,1
CUST00512,0.0450379831094838,0,0
CUST00513,0.0183399020030757,0,0
CUST00514,0.0029705010042159,0,0
CUST00515,0.9516785801376924,1,1
CUST00516,0.9849680431016912,1,1
CUST00517,0.0,0,0
CUST00518,0.0215882946129344,0,0
CUST00519,0.0,0,0
CUST00520,0.0508092159372764,0,0
CUST00521,0.0273490317674963,0,0
CUST00522,0.0034812665827572,0,0
CUST00523,0.02989535560983,0,0
CUST00524,0.0275154463404972,0,0
CUST00525,0.0254767661886907,0,0
CUST00526,0.0529752787777921,0,0
CUST00527,0.0018040277695055,0,0
CUST00528,0.018215795396102,0,0
CUST00529,0.0333504269591405,0,0
CUST00530,0.0018040277695055,0,0
CUST00531,0.0927989030374155,0,0
CUST00532,0.016288071107346,0,0
CUST00533,0.9735834084670354,1,1
CUST00534,0.0041138833899539,0,0
CUST00535,0.0337732470308929,0,0
CUST00536,0.9687547328279232,1,1
CUST00537,0.0078512319195632,0,0
CUST00538,0.0122199431512878,0,0
CUST00539,0.0014659746871746,0,0
CUST00540,0.0226470395551979,0,0
CUST00541,0.0437868155084366,0,0
CUST00542,0.022997697216143,0,0
CUST00543,0.0413836809380177,0,0
CUST00544,0.0534219131216265,0,0
CUST00545,0.0208681599687455,0,0
CUST00546,0.0094918602002285,0,0
CUST00547,0.0116116289744539,0,0
CUST00548,0.0,0,0
CUST00549,0.0045739036252672,0,0
CUST00550,0.0200571181340466,0,0
CUST00551,0.0247830447727702,0,0
CUST00552,0.0029186216638918,0,0
CUST00553,0.00312713764482,0,0
CUST00554,0.045287504800764,0,0
CUST00555,0.0287541191969546,0,0
CUST00556,0.0448337154604989,0,0
CUST00557,0.9552812672986534,1,1
CUST00558,0.0170479961398396,0,0
CUST00559,0.9701130446539928,1,1
CUST00560,0.0029781209781209,0,0
CUST00561,0.8749206023439268,1,1
CUST00562,0.0023717916448197,0,0
CUST00563,0.0078407384042964,0,0
CUST00564,0.0148044342250338,0,0
CUST00565,0.1023882348463925,0,0
CUST00566,0.054078616007695,0,0
CUST00567,0.00312713764482,0,0
CUST00568,0.9222717079068568,1,1
CUST00569,0.0217793502914685,0,0
CUST00570,0.034102742666465,0,0
CUST00571,0.0595441387180847,0,0
CUST00572,0.0129046656150846,0,0
CUST00573,0.0391325914100128,0,0
CUST00574,0.0214134093116188,0,0
CUST00575,0.9589832834476106,1,1
CUST00576,0.0515265387961233,0,0
CUST00577,0.002602472062693,0,0
CUST00578,0.0170537059492999,0,0
CUST00579,0.0346712855753878,0,0
CUST00580,0.0623103950726493,0,0
CUST00581,0.0427597548796334,0,0
CUST00582,0.0193331343367606,0,0
CUST00583,0.018729296308614,0,0
CUST00584,0.005792945522004,0,0
CUST00585,0.0020765439538509,0,0
CUST00586,0.0479305740932953,0,0
CUST00587,0.0032472381021697,0,0
CUST00588,0.0023071155671476,0,0
CUST00589,0.0148272402616714,0,0
CUST00590,0.0061651284102895,0,0
CUST00591,0.0012011734531904,0,0
CUST00592,0.0035425945977151,0,0
CUST00593,0.034197642835193,0,0
CUST00594,0.99114371275634,1,1
CUST00595,0.0156766760022015,0,0
CUST00596,0.0023071155671476,0,0
CUST00597,0.0072190722747457,0,0
CUST00598,0.0103381931821538,0,0
CUST00599,0.0302123577409779,0,0
CUST00600,0.0203598912842668,0,0
CUST00601,0.0253976251545506,0,0
CUST00602,0.1229774681449887,0,0
CUST00603,0.0335670807650437,0,0
CUST00604,0.9869579228816316,1,1
CUST00605,0.0087917638353236,0,0
CUST00606,0.0147537860889575,0,0
CUST00607,0.0,0,0
CUST00608,0.0175781808323792,0,0
CUST00609,0.0189597043135902,0,0
CUST00610,0.0002953564955454,0,0
CUST00611,0.0002953564955454,0,0
CUST00612,0.0254170116423963,0,0
CUST00613,0.0,0,0
CUST00614,0.0621768529708339,0,0
CUST00615,0.0366619209983103,0,0
CUST00616,0.9792544181737324,1,1
CUST00617,0.0203719480349499,0,0
CUST00618,0.0002953564955454,0,0
CUST00619,0.0683025346098564,0,0
CUST00620,0.029927556642388,0,0
CUST00621,0.0005497742931812,0,0
CUST00622,0.0157526035297058,0,0
CUST00623,0.0070062260629575,0,0
CUST00624,0.0697162096881494,0,0
CUST00625,0.0387790905040852,0,0
CUST00626,0.037418449444506,0,0
CUST00627,0.0098809698579002,0,0
CUST00628,0.0272798679544592,0,0
CUST00629,0.0041111433366531,0,0
CUST00630,0.0145295502131649,0,0
CUST00631,0.0174214830920317,0,0
CUST00632,0.0173492114762366,0,0
CUST00633,0.9717215233940324,1,1
CUST00634,0.9611478571177948,1,1
CUST00635,0.0172340764110307,0,0
CUST00636,0.0014659746871746,0,0
CUST00637,0.0114363714203558,0,0
CUST00638,0.0875661762552198,0,0
CUST00639,0.0014659746871746,0,0
CUST00640,0.9871755772071809,1,1
CUST00641,0.0265901765886754,0,0
CUST00642,0.0175284100434645,0,0
CUST00643,0.0206479497364561,0,0
CUST00644,0.013319519050623,0,0
CUST00645,0.0239013916797636,0,0
CUST00646,0.0066682162079316,0,0
CUST00647,0.0230062992945776,0,0
CUST00648,0.9713063374890224,1,1
CUST00649,0.0071759561325799,0,0
CUST00650,0.0327001936658585,0,0
CUST00651,0.0002953564955454,0,0
CUST00652,0.0063517018306783,0,0
CUST00653,0.0519292976961621,0,0
CUST00654,0.0226303525813127,0,0
CUST00655,0.0110954659184786,0,0
CUST00656,0.0248703735156901,0,0
CUST00657,0.0057723062942985,0,0
CUST00658,0.0078407384042964,0,0
CUST00659,0.0104441905758939,0,0
CUST00660,0.0391572314419942,0,0
CUST00661,0.0018040277695055,0,0
CUST00662,0.042218933705434,0,0
CUST00663,0.0222102020062883,0,0
CUST00664,0.0139118790562214,0,0
CUST00665,0.007533372484662,0,0
CUST00666,0.0018040277695055,0,0
CUST00667,0.0073715639584309,0,0
CUST00668,0.0139878501897836,0,0
CUST00669,0.9578154816242546,1,1
CUST00670,0.0225522602983631,0,0
CUST00671,0.0217067001118242,0,0
CUST00672,0.8947245276199509,1,1
CUST00673,0.0002953564955454,0,0
CUST00674,0.0580902641915883,0,0
CUST00675,0.0020765439538509,0,0
CUST00676,0.0077671654665157,0,0
CUST00677,0.0052669518424098,0,0
CUST00678,0.0481262629146862,0,0
CUST00679,0.0353445642722197,0,0
CUST00680,0.0748139304620038,0,0
CUST00681,0.0223478067227668,0,0
CUST00682,0.0178493105622682,0,0
CUST00683,0.7962508800629573,1,1
CUST00684,0.0391063629594014,0,0
CUST00685,0.0002953564955454,0,0
CUST00686,0.0263988951667327,0,0
CUST00687,0.0023071155671476,0,0
CUST00688,0.0706838935239135,0,0
CUST00689,0.0113744300451347,0,0
CUST00690,0.9818158534705228,1,1
CUST00691,0.0,0,0
CUST00692,0.9668046228271876,1,1
CUST00693,0.0053450631053121,0,0
CUST00694,0.0421099492757102,0,0
CUST00695,0.0086818792842693,0,0
CUST00696,0.0163492086414595,0,0
CUST00697,0.0002953564955454,0,0
CUST00698,0.0580585757664643,0,0
CUST00699,0.0155378447879646,0,0
CUST00700,0.0114308466254593,0,0
CUST00701,0.9380103831699474,1,1
CUST00702,0.0186796699174793,0,0
CUST00703,0.0014659746871746,0,0
CUST00704,0.0352223950394351,0,0
CUST00705,0.0020765439538509,0,0
CUST00706,0.0244262930668406,0,0
CUST00707,0.077218873070327,0,0
CUST00708,0.0020765439538509,0,0
CUST00709,0.002602472062693,0,0
CUST00710,0.0144210959874721,0,0
CUST00711,0.0148217597720771,0,0
CUST00712,0.009584054290286,0,0
CUST00713,0.0169235085790913,0,0
CUST00714,0.0390652121249788,0,0
CUST00715,0.0195654701738724,0,0
CUST00716,0.9883109855909123,1,1
CUST00717,0.0,0,0
CUST00718,0.0179496037931388,0,0
CUST00719,0.0086818792842693,0,0
CUST00720,0.9830880875221304,1,1
CUST00721,0.0364194562604031,0,0
CUST00722,0.0093160816834059,0,0
CUST00723,0.0074214982545864,0,0
CUST00724,0.0002953564955454,0,0
CUST00725,0.0062508800629571,0,0
CUST00726,0.0342663875165256,0,0
CUST00727,0.037545381908751,0,0
CUST00728,0.0002953564955454,0,0
CUST00729,0.0,0,0
CUST00730,0.0360805357006011,0,0
CUST00731,0.0023071155671476,0,0
CUST00732,0.0014659746871746,0,0
CUST00733,0.0088137254552348,0,0
CUST00734,0.0059988832608782,0,0
CUST00735,0.0225602456151402,0,0
CUST00736,0.0020765439538509,0,0
CUST00737,0.9642925448485976,1,1
CUST00738,0.0026792894655893,0,0
CUST00739,0.0278188959954521,0,0
CUST00740,0.002602472062693,0,0
CUST00741,0.0785131631475877,0,0
CUST00742,0.0376961194196267,0,0
CUST00743,0.990558188804879,1,1
CUST00744,0.0018040277695054,0,0
CUST00745,0.0125542004908433,0,0
